Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Disease
indigestion,belly_pain,passage_of_gases,abdominal_pain,vomiting,loss_of_appetite,,,,,,,,,,,,Peptic ulcer disease
passage_of_gases,vomiting,belly_pain,indigestion,abdominal_pain,,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,abdominal_pain,indigestion,passage_of_gases,,,,,,,,,,,,,,Peptic ulcer disease
indigestion,abdominal_pain,loss_of_appetite,,,,,,,,,,,,,,,Peptic ulcer disease
abdominal_pain,vomiting,belly_pain,,,,,,,,,,,,,,,Peptic ulcer disease
indigestion,abdominal_pain,vomiting,belly_pain,passage_of_gases,,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,vomiting,belly_pain,,,,,,,,,,,,,,,Peptic ulcer disease
indigestion,vomiting,loss_of_appetite,belly_pain,,,,,,,,,,,,,,Peptic ulcer disease
belly_pain,abdominal_pain,passage_of_gases,loss_of_appetite,,,,,,,,,,,,,,Peptic ulcer disease
vomiting,belly_pain,loss_of_appetite,,,,,,,,,,,,,,,Peptic ulcer disease
indigestion,passage_of_gases,abdominal_pain,vomiting,,,,,,,,,,,,,,Peptic ulcer disease
indigestion,loss_of_appetite,vomiting,abdominal_pain,passage_of_gases,,,,,,,,,,,,,Peptic ulcer disease
belly_pain,passage_of_gases,abdominal_pain,vomiting,loss_of_appetite,indigestion,,,,,,,,,,,,Peptic ulcer disease
belly_pain,passage_of_gases,indigestion,,,,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,abdominal_pain,vomiting,belly_pain,,,,,,,,,,,,,,Peptic ulcer disease
indigestion,passage_of_gases,abdominal_pain,vomiting,loss_of_appetite,,,,,,,,,,,,,Peptic ulcer disease
vomiting,passage_of_gases,belly_pain,indigestion,loss_of_appetite,,,,,,,,,,,,,Peptic ulcer disease
belly_pain,abdominal_pain,loss_of_appetite,,,,,,,,,,,,,,,Peptic ulcer disease
belly_pain,vomiting,loss_of_appetite,passage_of_gases,indigestion,,,,,,,,,,,,,Peptic ulcer disease
belly_pain,vomiting,loss_of_appetite,passage_of_gases,,,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,passage_of_gases,belly_pain,,,,,,,,,,,,,,,Peptic ulcer disease
belly_pain,abdominal_pain,passage_of_gases,loss_of_appetite,,,,,,,,,,,,,,Peptic ulcer disease
indigestion,vomiting,abdominal_pain,passage_of_gases,,,,,,,,,,,,,,Peptic ulcer disease
indigestion,vomiting,belly_pain,passage_of_gases,abdominal_pain,,,,,,,,,,,,,Peptic ulcer disease
passage_of_gases,abdominal_pain,belly_pain,indigestion,vomiting,,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,belly_pain,vomiting,passage_of_gases,,,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,vomiting,belly_pain,indigestion,abdominal_pain,,,,,,,,,,,,,Peptic ulcer disease
abdominal_pain,loss_of_appetite,indigestion,belly_pain,passage_of_gases,vomiting,,,,,,,,,,,,Peptic ulcer disease
vomiting,abdominal_pain,belly_pain,indigestion,passage_of_gases,,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,vomiting,passage_of_gases,indigestion,belly_pain,,,,,,,,,,,,,Peptic ulcer disease
abdominal_pain,passage_of_gases,belly_pain,vomiting,indigestion,,,,,,,,,,,,,Peptic ulcer disease
abdominal_pain,vomiting,loss_of_appetite,belly_pain,indigestion,,,,,,,,,,,,,Peptic ulcer disease
belly_pain,vomiting,passage_of_gases,loss_of_appetite,indigestion,,,,,,,,,,,,,Peptic ulcer disease
passage_of_gases,indigestion,vomiting,abdominal_pain,belly_pain,,,,,,,,,,,,,Peptic ulcer disease
indigestion,vomiting,belly_pain,,,,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,abdominal_pain,vomiting,belly_pain,passage_of_gases,,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,belly_pain,abdominal_pain,vomiting,passage_of_gases,indigestion,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,belly_pain,indigestion,vomiting,passage_of_gases,abdominal_pain,,,,,,,,,,,,Peptic ulcer disease
passage_of_gases,abdominal_pain,vomiting,indigestion,loss_of_appetite,belly_pain,,,,,,,,,,,,Peptic ulcer disease
passage_of_gases,loss_of_appetite,abdominal_pain,vomiting,,,,,,,,,,,,,,Peptic ulcer disease
indigestion,vomiting,abdominal_pain,,,,,,,,,,,,,,,Peptic ulcer disease
belly_pain,abdominal_pain,vomiting,loss_of_appetite,,,,,,,,,,,,,,Peptic ulcer disease
belly_pain,loss_of_appetite,vomiting,passage_of_gases,indigestion,,,,,,,,,,,,,Peptic ulcer disease
indigestion,belly_pain,loss_of_appetite,abdominal_pain,vomiting,,,,,,,,,,,,,Peptic ulcer disease
indigestion,belly_pain,passage_of_gases,,,,,,,,,,,,,,,Peptic ulcer disease
vomiting,loss_of_appetite,passage_of_gases,indigestion,belly_pain,abdominal_pain,,,,,,,,,,,,Peptic ulcer disease
loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,,,,Peptic ulcer disease
abdominal_pain,passage_of_gases,vomiting,belly_pain,indigestion,loss_of_appetite,,,,,,,,,,,,Peptic ulcer disease
abdominal_pain,passage_of_gases,loss_of_appetite,vomiting,belly_pain,indigestion,,,,,,,,,,,,Peptic ulcer disease
passage_of_gases,vomiting,belly_pain,loss_of_appetite,abdominal_pain,indigestion,,,,,,,,,,,,Peptic ulcer disease
indigestion,loss_of_appetite,belly_pain,abdominal_pain,,,,,,,,,,,,,,Peptic ulcer disease
vomiting,loss_of_appetite,indigestion,passage_of_gases,abdominal_pain,,,,,,,,,,,,,Peptic ulcer disease
belly_pain,loss_of_appetite,vomiting,passage_of_gases,,,,,,,,,,,,,,Peptic ulcer disease
passage_of_gases,belly_pain,indigestion,vomiting,,,,,,,,,,,,,,Peptic ulcer disease
passage_of_gases,vomiting,belly_pain,abdominal_pain,loss_of_appetite,,,,,,,,,,,,,Peptic ulcer disease
fatigue,high_fever,extra_marital_contacts,muscle_wasting,patches_in_throat,,,,,,,,,,,,,AIDS
muscle_wasting,extra_marital_contacts,high_fever,patches_in_throat,fatigue,,,,,,,,,,,,,AIDS
patches_in_throat,extra_marital_contacts,fatigue,high_fever,,,,,,,,,,,,,,AIDS
muscle_wasting,patches_in_throat,extra_marital_contacts,,,,,,,,,,,,,,,AIDS
extra_marital_contacts,fatigue,muscle_wasting,patches_in_throat,,,,,,,,,,,,,,AIDS
patches_in_throat,high_fever,extra_marital_contacts,fatigue,muscle_wasting,,,,,,,,,,,,,AIDS
patches_in_throat,high_fever,extra_marital_contacts,muscle_wasting,,,,,,,,,,,,,,AIDS
patches_in_throat,extra_marital_contacts,muscle_wasting,fatigue,,,,,,,,,,,,,,AIDS
patches_in_throat,fatigue,muscle_wasting,high_fever,,,,,,,,,,,,,,AIDS
extra_marital_contacts,fatigue,muscle_wasting,high_fever,,,,,,,,,,,,,,AIDS
fatigue,high_fever,muscle_wasting,extra_marital_contacts,,,,,,,,,,,,,,AIDS
fatigue,extra_marital_contacts,patches_in_throat,high_fever,,,,,,,,,,,,,,AIDS
muscle_wasting,fatigue,patches_in_throat,high_fever,,,,,,,,,,,,,,AIDS
patches_in_throat,high_fever,muscle_wasting,,,,,,,,,,,,,,,AIDS
high_fever,extra_marital_contacts,fatigue,,,,,,,,,,,,,,,AIDS
extra_marital_contacts,high_fever,fatigue,muscle_wasting,patches_in_throat,,,,,,,,,,,,,AIDS
patches_in_throat,high_fever,extra_marital_contacts,fatigue,,,,,,,,,,,,,,AIDS
high_fever,muscle_wasting,patches_in_throat,extra_marital_contacts,,,,,,,,,,,,,,AIDS
fatigue,patches_in_throat,extra_marital_contacts,high_fever,muscle_wasting,,,,,,,,,,,,,AIDS
fatigue,extra_marital_contacts,high_fever,patches_in_throat,,,,,,,,,,,,,,AIDS
fatigue,muscle_wasting,extra_marital_contacts,high_fever,patches_in_throat,,,,,,,,,,,,,AIDS
high_fever,fatigue,muscle_wasting,extra_marital_contacts,,,,,,,,,,,,,,AIDS
fatigue,extra_marital_contacts,high_fever,muscle_wasting,patches_in_throat,,,,,,,,,,,,,AIDS
patches_in_throat,high_fever,fatigue,,,,,,,,,,,,,,,AIDS
extra_marital_contacts,patches_in_throat,high_fever,muscle_wasting,fatigue,,,,,,,,,,,,,AIDS
high_fever,patches_in_throat,extra_marital_contacts,fatigue,muscle_wasting,,,,,,,,,,,,,AIDS
fatigue,extra_marital_contacts,high_fever,patches_in_throat,muscle_wasting,,,,,,,,,,,,,AIDS
high_fever,fatigue,extra_marital_contacts,,,,,,,,,,,,,,,AIDS
extra_marital_contacts,high_fever,fatigue,,,,,,,,,,,,,,,AIDS
muscle_wasting,extra_marital_contacts,patches_in_throat,fatigue,high_fever,,,,,,,,,,,,,AIDS
extra_marital_contacts,patches_in_throat,high_fever,fatigue,muscle_wasting,,,,,,,,,,,,,AIDS
patches_in_throat,muscle_wasting,high_fever,extra_marital_contacts,fatigue,,,,,,,,,,,,,AIDS
extra_marital_contacts,high_fever,patches_in_throat,,,,,,,,,,,,,,,AIDS
extra_marital_contacts,patches_in_throat,fatigue,,,,,,,,,,,,,,,AIDS
fatigue,extra_marital_contacts,high_fever,muscle_wasting,patches_in_throat,,,,,,,,,,,,,AIDS
patches_in_throat,high_fever,extra_marital_contacts,fatigue,muscle_wasting,,,,,,,,,,,,,AIDS
patches_in_throat,extra_marital_contacts,high_fever,fatigue,,,,,,,,,,,,,,AIDS
high_fever,fatigue,extra_marital_contacts,patches_in_throat,muscle_wasting,,,,,,,,,,,,,AIDS
high_fever,fatigue,muscle_wasting,,,,,,,,,,,,,,,AIDS
high_fever,patches_in_throat,fatigue,extra_marital_contacts,,,,,,,,,,,,,,AIDS
extra_marital_contacts,high_fever,fatigue,patches_in_throat,,,,,,,,,,,,,,AIDS
muscle_wasting,extra_marital_contacts,patches_in_throat,high_fever,,,,,,,,,,,,,,AIDS
high_fever,muscle_wasting,patches_in_throat,,,,,,,,,,,,,,,AIDS
muscle_wasting,high_fever,patches_in_throat,extra_marital_contacts,fatigue,,,,,,,,,,,,,AIDS
patches_in_throat,high_fever,extra_marital_contacts,,,,,,,,,,,,,,,AIDS
high_fever,patches_in_throat,muscle_wasting,fatigue,extra_marital_contacts,,,,,,,,,,,,,AIDS
fatigue,patches_in_throat,high_fever,,,,,,,,,,,,,,,AIDS
muscle_wasting,fatigue,patches_in_throat,,,,,,,,,,,,,,,AIDS
extra_marital_contacts,muscle_wasting,high_fever,fatigue,,,,,,,,,,,,,,AIDS
fatigue,patches_in_throat,extra_marital_contacts,,,,,,,,,,,,,,,AIDS
extra_marital_contacts,fatigue,high_fever,muscle_wasting,patches_in_throat,,,,,,,,,,,,,AIDS
high_fever,muscle_wasting,extra_marital_contacts,fatigue,,,,,,,,,,,,,,AIDS
muscle_wasting,patches_in_throat,extra_marital_contacts,fatigue,high_fever,,,,,,,,,,,,,AIDS
extra_marital_contacts,patches_in_throat,high_fever,fatigue,,,,,,,,,,,,,,AIDS
muscle_wasting,high_fever,extra_marital_contacts,,,,,,,,,,,,,,,AIDS
muscle_wasting,high_fever,patches_in_throat,extra_marital_contacts,fatigue,,,,,,,,,,,,,AIDS
fatigue,extra_marital_contacts,patches_in_throat,,,,,,,,,,,,,,,AIDS
muscle_wasting,high_fever,fatigue,,,,,,,,,,,,,,,AIDS
extra_marital_contacts,high_fever,fatigue,muscle_wasting,patches_in_throat,,,,,,,,,,,,,AIDS
high_fever,fatigue,extra_marital_contacts,muscle_wasting,patches_in_throat,,,,,,,,,,,,,AIDS
increased_appetite,family_history,lethargy,irregular_sugar_level,restlessness,fatigue,weight_loss,,,,,,,,,,,Diabetes
weight_loss,family_history,increased_appetite,lethargy,restlessness,fatigue,irregular_sugar_level,polyuria,,,,,,,,,,Diabetes
lethargy,family_history,restlessness,polyuria,irregular_sugar_level,increased_appetite,,,,,,,,,,,,Diabetes
fatigue,restlessness,polyuria,increased_appetite,weight_loss,family_history,irregular_sugar_level,lethargy,,,,,,,,,,Diabetes
restlessness,lethargy,polyuria,irregular_sugar_level,family_history,,,,,,,,,,,,,Diabetes
weight_loss,polyuria,restlessness,increased_appetite,family_history,fatigue,irregular_sugar_level,lethargy,,,,,,,,,,Diabetes
family_history,polyuria,irregular_sugar_level,restlessness,,,,,,,,,,,,,,Diabetes
family_history,increased_appetite,irregular_sugar_level,weight_loss,polyuria,restlessness,,,,,,,,,,,,Diabetes
weight_loss,irregular_sugar_level,lethargy,increased_appetite,restlessness,fatigue,polyuria,,,,,,,,,,,Diabetes
lethargy,irregular_sugar_level,increased_appetite,,,,,,,,,,,,,,,Diabetes
restlessness,family_history,irregular_sugar_level,lethargy,,,,,,,,,,,,,,Diabetes
lethargy,polyuria,irregular_sugar_level,,,,,,,,,,,,,,,Diabetes
weight_loss,irregular_sugar_level,lethargy,fatigue,polyuria,increased_appetite,,,,,,,,,,,,Diabetes
increased_appetite,lethargy,irregular_sugar_level,fatigue,family_history,restlessness,weight_loss,,,,,,,,,,,Diabetes
fatigue,lethargy,restlessness,family_history,weight_loss,polyuria,irregular_sugar_level,increased_appetite,,,,,,,,,,Diabetes
polyuria,family_history,fatigue,irregular_sugar_level,increased_appetite,lethargy,,,,,,,,,,,,Diabetes
fatigue,restlessness,lethargy,weight_loss,irregular_sugar_level,increased_appetite,,,,,,,,,,,,Diabetes
increased_appetite,restlessness,lethargy,polyuria,irregular_sugar_level,weight_loss,fatigue,family_history,,,,,,,,,,Diabetes
polyuria,fatigue,weight_loss,irregular_sugar_level,lethargy,restlessness,increased_appetite,family_history,,,,,,,,,,Diabetes
fatigue,restlessness,lethargy,,,,,,,,,,,,,,,Diabetes
increased_appetite,irregular_sugar_level,lethargy,weight_loss,family_history,polyuria,restlessness,fatigue,,,,,,,,,,Diabetes
lethargy,polyuria,fatigue,increased_appetite,family_history,,,,,,,,,,,,,Diabetes
fatigue,weight_loss,increased_appetite,family_history,irregular_sugar_level,restlessness,lethargy,,,,,,,,,,,Diabetes
fatigue,weight_loss,polyuria,family_history,lethargy,increased_appetite,,,,,,,,,,,,Diabetes
lethargy,increased_appetite,fatigue,weight_loss,,,,,,,,,,,,,,Diabetes
irregular_sugar_level,weight_loss,polyuria,family_history,restlessness,lethargy,increased_appetite,,,,,,,,,,,Diabetes
irregular_sugar_level,weight_loss,polyuria,family_history,,,,,,,,,,,,,,Diabetes
increased_appetite,restlessness,family_history,fatigue,,,,,,,,,,,,,,Diabetes
restlessness,polyuria,increased_appetite,lethargy,irregular_sugar_level,fatigue,weight_loss,,,,,,,,,,,Diabetes
increased_appetite,family_history,irregular_sugar_level,restlessness,lethargy,weight_loss,fatigue,polyuria,,,,,,,,,,Diabetes
restlessness,increased_appetite,irregular_sugar_level,lethargy,weight_loss,fatigue,,,,,,,,,,,,Diabetes
restlessness,increased_appetite,lethargy,fatigue,polyuria,,,,,,,,,,,,,Diabetes
restlessness,lethargy,weight_loss,family_history,polyuria,increased_appetite,,,,,,,,,,,,Diabetes
weight_loss,lethargy,restlessness,fatigue,family_history,irregular_sugar_level,increased_appetite,polyuria,,,,,,,,,,Diabetes
fatigue,increased_appetite,family_history,weight_loss,irregular_sugar_level,lethargy,polyuria,restlessness,,,,,,,,,,Diabetes
fatigue,weight_loss,increased_appetite,family_history,lethargy,,,,,,,,,,,,,Diabetes
lethargy,family_history,weight_loss,irregular_sugar_level,,,,,,,,,,,,,,Diabetes
irregular_sugar_level,lethargy,increased_appetite,family_history,restlessness,,,,,,,,,,,,,Diabetes
irregular_sugar_level,restlessness,family_history,lethargy,polyuria,,,,,,,,,,,,,Diabetes
family_history,increased_appetite,restlessness,,,,,,,,,,,,,,,Diabetes
polyuria,restlessness,lethargy,fatigue,,,,,,,,,,,,,,Diabetes
lethargy,polyuria,weight_loss,fatigue,restlessness,family_history,increased_appetite,,,,,,,,,,,Diabetes
restlessness,weight_loss,family_history,increased_appetite,lethargy,,,,,,,,,,,,,Diabetes
lethargy,family_history,irregular_sugar_level,restlessness,polyuria,weight_loss,increased_appetite,,,,,,,,,,,Diabetes
restlessness,polyuria,family_history,weight_loss,irregular_sugar_level,increased_appetite,,,,,,,,,,,,Diabetes
family_history,weight_loss,irregular_sugar_level,fatigue,polyuria,lethargy,restlessness,,,,,,,,,,,Diabetes
increased_appetite,weight_loss,polyuria,,,,,,,,,,,,,,,Diabetes
weight_loss,polyuria,family_history,fatigue,,,,,,,,,,,,,,Diabetes
family_history,restlessness,fatigue,irregular_sugar_level,,,,,,,,,,,,,,Diabetes
family_history,polyuria,lethargy,fatigue,irregular_sugar_level,restlessness,weight_loss,increased_appetite,,,,,,,,,,Diabetes
irregular_sugar_level,family_history,restlessness,,,,,,,,,,,,,,,Diabetes
increased_appetite,family_history,weight_loss,,,,,,,,,,,,,,,Diabetes
weight_loss,irregular_sugar_level,family_history,,,,,,,,,,,,,,,Diabetes
lethargy,irregular_sugar_level,increased_appetite,restlessness,,,,,,,,,,,,,,Diabetes
irregular_sugar_level,increased_appetite,lethargy,fatigue,restlessness,,,,,,,,,,,,,Diabetes
family_history,irregular_sugar_level,weight_loss,polyuria,restlessness,lethargy,,,,,,,,,,,,Diabetes
fatigue,family_history,lethargy,,,,,,,,,,,,,,,Diabetes
increased_appetite,irregular_sugar_level,lethargy,fatigue,family_history,restlessness,,,,,,,,,,,,Diabetes
weight_loss,lethargy,increased_appetite,restlessness,,,,,,,,,,,,,,Diabetes
weight_loss,irregular_sugar_level,fatigue,family_history,increased_appetite,restlessness,lethargy,,,,,,,,,,,Diabetes
vomiting,diarrhoea,sunken_eyes,dehydration,,,,,,,,,,,,,,Gastroenteritis
dehydration,vomiting,diarrhoea,,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,vomiting,sunken_eyes,,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,dehydration,vomiting,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
vomiting,diarrhoea,sunken_eyes,dehydration,,,,,,,,,,,,,,Gastroenteritis
dehydration,diarrhoea,sunken_eyes,,,,,,,,,,,,,,,Gastroenteritis
vomiting,dehydration,sunken_eyes,diarrhoea,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,diarrhoea,dehydration,vomiting,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,vomiting,sunken_eyes,,,,,,,,,,,,,,,Gastroenteritis
vomiting,diarrhoea,sunken_eyes,,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,dehydration,vomiting,,,,,,,,,,,,,,,Gastroenteritis
dehydration,sunken_eyes,vomiting,diarrhoea,,,,,,,,,,,,,,Gastroenteritis
dehydration,sunken_eyes,diarrhoea,,,,,,,,,,,,,,,Gastroenteritis
vomiting,diarrhoea,dehydration,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,dehydration,sunken_eyes,vomiting,,,,,,,,,,,,,,Gastroenteritis
vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,vomiting,sunken_eyes,dehydration,,,,,,,,,,,,,,Gastroenteritis
vomiting,dehydration,diarrhoea,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,vomiting,diarrhoea,dehydration,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,vomiting,dehydration,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
dehydration,sunken_eyes,diarrhoea,vomiting,,,,,,,,,,,,,,Gastroenteritis
dehydration,sunken_eyes,vomiting,,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,diarrhoea,vomiting,dehydration,,,,,,,,,,,,,,Gastroenteritis
vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,sunken_eyes,dehydration,vomiting,,,,,,,,,,,,,,Gastroenteritis
dehydration,diarrhoea,vomiting,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,diarrhoea,dehydration,vomiting,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,diarrhoea,dehydration,vomiting,,,,,,,,,,,,,,Gastroenteritis
dehydration,vomiting,diarrhoea,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,dehydration,vomiting,,,,,,,,,,,,,,,Gastroenteritis
dehydration,diarrhoea,vomiting,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,dehydration,diarrhoea,vomiting,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,dehydration,diarrhoea,vomiting,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,dehydration,sunken_eyes,,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,dehydration,vomiting,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
vomiting,diarrhoea,sunken_eyes,,,,,,,,,,,,,,,Gastroenteritis
vomiting,dehydration,sunken_eyes,,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,vomiting,dehydration,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,dehydration,vomiting,diarrhoea,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,sunken_eyes,vomiting,dehydration,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,vomiting,sunken_eyes,,,,,,,,,,,,,,,Gastroenteritis
vomiting,diarrhoea,dehydration,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
dehydration,sunken_eyes,vomiting,diarrhoea,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,vomiting,sunken_eyes,dehydration,,,,,,,,,,,,,,Gastroenteritis
vomiting,sunken_eyes,diarrhoea,dehydration,,,,,,,,,,,,,,Gastroenteritis
dehydration,diarrhoea,vomiting,,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,dehydration,vomiting,,,,,,,,,,,,,,,Gastroenteritis
dehydration,diarrhoea,sunken_eyes,,,,,,,,,,,,,,,Gastroenteritis
sunken_eyes,diarrhoea,vomiting,dehydration,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,vomiting,dehydration,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,vomiting,dehydration,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
vomiting,dehydration,diarrhoea,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
dehydration,vomiting,sunken_eyes,diarrhoea,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,dehydration,sunken_eyes,vomiting,,,,,,,,,,,,,,Gastroenteritis
vomiting,sunken_eyes,dehydration,diarrhoea,,,,,,,,,,,,,,Gastroenteritis
dehydration,diarrhoea,vomiting,,,,,,,,,,,,,,,Gastroenteritis
dehydration,vomiting,diarrhoea,,,,,,,,,,,,,,,Gastroenteritis
vomiting,diarrhoea,sunken_eyes,dehydration,,,,,,,,,,,,,,Gastroenteritis
diarrhoea,dehydration,vomiting,sunken_eyes,,,,,,,,,,,,,,Gastroenteritis
cough,breathlessness,mucoid_sputum,high_fever,fatigue,family_history,,,,,,,,,,,,Bronchial Asthma
cough,mucoid_sputum,high_fever,family_history,fatigue,,,,,,,,,,,,,Bronchial Asthma
fatigue,breathlessness,cough,mucoid_sputum,family_history,,,,,,,,,,,,,Bronchial Asthma
breathlessness,mucoid_sputum,family_history,high_fever,cough,fatigue,,,,,,,,,,,,Bronchial Asthma
fatigue,family_history,mucoid_sputum,breathlessness,,,,,,,,,,,,,,Bronchial Asthma
fatigue,high_fever,cough,family_history,breathlessness,,,,,,,,,,,,,Bronchial Asthma
breathlessness,family_history,mucoid_sputum,high_fever,,,,,,,,,,,,,,Bronchial Asthma
family_history,fatigue,high_fever,,,,,,,,,,,,,,,Bronchial Asthma
family_history,fatigue,breathlessness,high_fever,mucoid_sputum,,,,,,,,,,,,,Bronchial Asthma
fatigue,cough,high_fever,mucoid_sputum,family_history,breathlessness,,,,,,,,,,,,Bronchial Asthma
fatigue,breathlessness,mucoid_sputum,family_history,high_fever,,,,,,,,,,,,,Bronchial Asthma
mucoid_sputum,family_history,breathlessness,fatigue,high_fever,,,,,,,,,,,,,Bronchial Asthma
cough,fatigue,high_fever,breathlessness,,,,,,,,,,,,,,Bronchial Asthma
family_history,mucoid_sputum,cough,breathlessness,high_fever,,,,,,,,,,,,,Bronchial Asthma
family_history,high_fever,fatigue,breathlessness,cough,,,,,,,,,,,,,Bronchial Asthma
high_fever,cough,family_history,,,,,,,,,,,,,,,Bronchial Asthma
